view,frame,timestamp,image,track_id,class_id,class_name,score,x1,y1,x2,y2,filtered_x1,filtered_y1,filtered_x2,filtered_y2,association_status,source_detection_index,raw_label,mask_path,mask_score,cx,cy,depth_median,depth_weighted_mean,depth_iqr,conf_mean,x_cam,y_cam,z_cam,depth_source,depth_source_image_width,depth_source_image_height,depth_source_image_size_source
right_rear,0,1772699910210538000,data\camera\right_rear_camera\1772699910210538000.jpg,-1,2,motorcycle,0.451504,1657.0,618.0,1740.0,677.0,1657.0,618.0,1740.0,677.0,unassigned,3,MOTOR,preprocessed/masks/right_rear_camera/masks/frame_000000_gt2d_003_track_-1_MOTOR.png,0.8372353911399841,1698.5,647.5,19.081985473632812,20.421749114990234,2.1225223541259766,1.0044653415679932,12.57826459249025,0.1360164110799982,19.081985473632812,da3_bbox_median,1920.0,1280.0,image_root
right_rear,0,1772699910210538000,data\camera\right_rear_camera\1772699910210538000.jpg,-1,3,person,0.324638,0.0,495.0,103.0,697.0,0.0,495.0,103.0,697.0,unassigned,4,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000000_gt2d_004_track_-1_PEDESTRIAN_NORMAL.png,0.7796964645385742,51.5,596.0,6.98983097076416,7.598606109619141,2.2644529342651367,1.118119716644287,-5.648939166946583,-0.2708248857065491,6.98983097076416,da3_bbox_median,1920.0,1280.0,image_root
right_rear,0,1772699910210538000,data\camera\right_rear_camera\1772699910210538000.jpg,2000000,2,motorcycle,0.643753,1333.0,588.0,1373.0,682.0,1333.0,588.0,1373.0,682.0,matched,1,CYCLIST_MOTOR,preprocessed/masks/right_rear_camera/masks/frame_000000_gt2d_001_track_-1_CYCLIST_MOTOR.png,0.924551248550415,1353.0,635.0,11.946937561035156,12.585125923156738,0.2914314270019531,1.0305384397506714,4.197662763311688,-0.047863702394378635,11.946937561035156,da3_bbox_median,1920.0,1280.0,image_root
right_rear,0,1772699910210538000,data\camera\right_rear_camera\1772699910210538000.jpg,3000000,3,person,0.877983,1643.0,591.0,1673.0,676.0,1643.0,591.0,1673.0,676.0,matched,0,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000000_gt2d_000_track_-1_PEDESTRIAN_NORMAL.png,0.8947228789329529,1658.0,633.5,19.122648239135742,22.134037017822266,7.428936004638672,1.0001535415649414,11.91508472925098,-0.10216237474744644,19.122648239135742,da3_bbox_median,1920.0,1280.0,image_root
right_rear,0,1772699910210538000,data\camera\right_rear_camera\1772699910210538000.jpg,3000001,3,person,0.586844,0.0,496.0,53.0,690.0,0.0,496.0,53.0,690.0,matched,2,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000000_gt2d_002_track_-1_PEDESTRIAN_NORMAL.png,0.859839141368866,26.5,593.0,6.228002071380615,7.330094814300537,2.0051498413085938,1.155892014503479,-5.171970766991141,-0.2579501553708986,6.228002071380615,da3_bbox_median,1920.0,1280.0,image_root
right_rear,1,1772699910310546000,data\camera\right_rear_camera\1772699910310546000.jpg,-1,3,person,0.361876,1464.0,597.0,1491.0,674.0,1464.0,597.0,1491.0,674.0,unassigned,3,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000001_gt2d_003_track_-1_PEDESTRIAN_NORMAL.png,0.8726823925971985,1477.5,635.5,15.06269359588623,16.461301803588867,0.6416521072387695,1.0057464838027954,6.96314667231302,-0.053637997642046915,15.06269359588623,da3_bbox_median,1920.0,1280.0,image_root
right_rear,1,1772699910310546000,data\camera\right_rear_camera\1772699910310546000.jpg,-1,3,person,0.314982,1688.0,603.0,1720.0,679.0,1688.0,603.0,1720.0,679.0,unassigned,4,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000001_gt2d_004_track_-1_PEDESTRIAN_NORMAL.png,0.8895735740661621,1704.0,641.0,20.239253997802734,20.92888832092285,0.5235137939453125,1.0022746324539185,13.440273676936227,0.027082845859808354,20.239253997802734,da3_bbox_median,1920.0,1280.0,image_root
right_rear,1,1772699910310546000,data\camera\right_rear_camera\1772699910310546000.jpg,-1,2,motorcycle,0.309912,1662.0,617.0,1745.0,677.0,1662.0,617.0,1745.0,677.0,unassigned,5,MOTOR,preprocessed/masks/right_rear_camera/masks/frame_000001_gt2d_005_track_-1_MOTOR.png,0.8614568710327148,1703.5,647.0,20.239253997802734,21.849573135375977,2.2967262268066406,1.0015121698379517,13.431257962142707,0.13525137791208156,20.239253997802734,da3_bbox_median,1920.0,1280.0,image_root
right_rear,1,1772699910310546000,data\camera\right_rear_camera\1772699910310546000.jpg,2000000,2,motorcycle,0.773453,1321.0,588.0,1374.0,681.0,1324.3204345703125,588.2644653320312,1375.6014404296875,681.3966674804688,matched,1,CYCLIST_MOTOR,preprocessed/masks/right_rear_camera/masks/frame_000001_gt2d_001_track_-1_CYCLIST_MOTOR.png,0.894821286201477,1347.5,634.5,12.931241989135742,13.936808586120605,0.4392271041870117,1.0197125673294067,4.480143461335371,-0.057566421112548685,12.931241989135742,da3_bbox_median,1920.0,1280.0,image_root
right_rear,1,1772699910310546000,data\camera\right_rear_camera\1772699910310546000.jpg,3000000,3,person,0.825942,1654.0,592.0,1684.0,673.0,1654.2791748046875,592.1322021484375,1684.2791748046875,673.6611328125,matched,0,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000001_gt2d_000_track_-1_PEDESTRIAN_NORMAL.png,0.8997341394424438,1669.0,632.5,19.883777618408203,23.26854705810547,6.192850112915039,1.0009325742721558,12.584197035554002,-0.12394014215270853,19.883777618408203,da3_bbox_median,1920.0,1280.0,image_root
right_rear,1,1772699910310546000,data\camera\right_rear_camera\1772699910310546000.jpg,3000002,3,person,0.679535,112.0,502.0,213.0,718.0,112.0,502.0,213.0,718.0,tentative,2,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000001_gt2d_002_track_-1_PEDESTRIAN_NORMAL.png,0.9155833721160889,162.5,610.0,7.696152210235596,7.932425022125244,1.9065132141113281,1.1290472745895386,-5.458680051094972,-0.20221697134125804,7.696152210235596,da3_bbox_median,1920.0,1280.0,image_root
right_rear,2,1772699910410553000,data\camera\right_rear_camera\1772699910410553000.jpg,2000000,2,motorcycle,0.82448,1324.0,586.0,1378.0,681.0,1326.1513671875,586.6954956054688,1380.141357421875,681.2445068359375,matched,0,CYCLIST_MOTOR,preprocessed/masks/right_rear_camera/masks/frame_000002_gt2d_000_track_-1_CYCLIST_MOTOR.png,0.9091936349868774,1351.0,633.5,13.366861343383789,16.161762237548828,1.1034936904907227,1.1149952411651611,4.67274817145674,-0.07141219566885934,13.366861343383789,da3_bbox_median,1920.0,1280.0,image_root
right_rear,2,1772699910410553000,data\camera\right_rear_camera\1772699910410553000.jpg,3000000,3,person,0.808405,1666.0,592.0,1694.0,672.0,1665.9564208984375,592.263427734375,1694.3973388671875,672.4087524414062,matched,2,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000002_gt2d_002_track_-1_PEDESTRIAN_NORMAL.png,0.8668047189712524,1680.0,632.0,20.873994827270508,25.309993743896484,11.874799728393555,1.0056978464126587,13.415459483272938,-0.13940913453232057,20.873994827270508,da3_bbox_median,1920.0,1280.0,image_root
right_rear,2,1772699910410553000,data\camera\right_rear_camera\1772699910410553000.jpg,3000003,3,person,0.812437,252.0,511.0,340.0,718.0,252.0,511.0,340.0,718.0,tentative,1,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000002_gt2d_001_track_-1_PEDESTRIAN_NORMAL.png,0.9027960300445557,296.0,614.5,7.38844108581543,8.465723037719727,3.17679500579834,1.3448961973190308,-4.361669668628547,-0.16451624020278802,7.38844108581543,da3_bbox_median,1920.0,1280.0,image_root
right_rear,3,1772699910510561000,data\camera\right_rear_camera\1772699910510561000.jpg,-1,3,person,0.377374,1696.0,597.0,1725.0,670.0,1696.0,597.0,1725.0,670.0,unassigned,3,PEDESTRIAN_NORMAL,preprocessed/masks/right_rear_camera/masks/frame_000003_gt2d_003_track_-1_PEDESTRIAN_NORMAL.png,0.8467167615890503,1710.5,633.5,21.779403686523438,24.311145782470703,3.3266239166259766,1.0389869213104248,14.589163498592526,-0.1163560388380122,21.779403686523438,da3_bbox_median,1920.0,1280.0,image_root
right_rear,3,1772699910510561000,data\camera\right_rear_camera\1772699910510561000.jpg,-1,2,motorcycle,0.329344,1686.0,603.0,1758.0,674.0,1686.0,603.0,1758.0,674.0,unassigned,4,CYCLIST_MOTOR,preprocessed/masks/right_rear_camera/masks/frame_000003_gt2d_004_track_-1_CYCLIST_MOTOR.png,0.8590335845947266,1722.0,638.5,22.112518310546875,25.297149658203125,5.730884552001953,1.0293338298797607,15.038857831292308,-0.019652215314489616,22.112518310546875,da3_bbox_median,1920.0,1280.0,image_root
