view,frame,timestamp,image,track_id,class_id,class_name,score,x1,y1,x2,y2,filtered_x1,filtered_y1,filtered_x2,filtered_y2,association_status,source_detection_index,raw_label,mask_path,mask_score,cx,cy,depth_median,depth_weighted_mean,depth_iqr,conf_mean,x_cam,y_cam,z_cam,depth_source,depth_source_image_width,depth_source_image_height,depth_source_image_size_source
left_rear,0,1772699910213736000,data\camera\left_rear_camera\1772699910213736000.jpg,-1,2,motorcycle,0.499321,158.0,620.0,203.0,647.0,158.0,620.0,203.0,647.0,unassigned,2,VEHICLE_TRIKE,preprocessed/masks/left_rear_camera/masks/frame_000000_gt2d_002_track_-1_VEHICLE_TRIKE.png,0.871036946773529,180.5,633.5,36.246238708496094,35.67469787597656,2.027740478515625,1.0,-25.243359229744318,-0.2716961009250791,36.246238708496094,da3_bbox_median,1920.0,1280.0,image_root
left_rear,0,1772699910213736000,data\camera\left_rear_camera\1772699910213736000.jpg,-1,1,car,0.354059,50.0,621.0,86.0,644.0,50.0,621.0,86.0,644.0,unassigned,3,VEHICLE_CAR,preprocessed/masks/left_rear_camera/masks/frame_000000_gt2d_003_track_-1_VEHICLE_CAR.png,0.8437899947166443,68.0,632.5,39.61363983154297,39.540443420410156,0.39241790771484375,1.0,-31.558421024011857,-0.332222869822719,39.61363983154297,da3_bbox_median,1920.0,1280.0,image_root
left_rear,0,1772699910213736000,data\camera\left_rear_camera\1772699910213736000.jpg,1000000,1,car,0.608519,86.0,619.0,131.0,648.0,86.0,619.0,131.0,648.0,matched,0,VEHICLE_SUV,preprocessed/masks/left_rear_camera/masks/frame_000000_gt2d_000_track_-1_VEHICLE_SUV.png,0.8855171799659729,108.5,633.5,38.44532012939453,38.53974533081055,0.7036895751953125,1.0,-29.240670715706766,-0.28818006916465366,38.44532012939453,da3_bbox_median,1920.0,1280.0,image_root
left_rear,0,1772699910213736000,data\camera\left_rear_camera\1772699910213736000.jpg,4000000,4,truck,0.500915,26.0,603.0,65.0,640.0,26.0,603.0,65.0,640.0,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000000_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.8630489110946655,45.5,621.5,39.430747985839844,39.588993072509766,0.8913650512695312,1.0,-32.20302681257941,-0.7170349035100552,39.430747985839844,da3_bbox_median,1920.0,1280.0,image_root
left_rear,1,1772699910313744000,data\camera\left_rear_camera\1772699910313744000.jpg,-1,2,motorcycle,0.382471,164.0,621.0,210.0,647.0,164.0,621.0,210.0,647.0,unassigned,2,VEHICLE_TRIKE,preprocessed/masks/left_rear_camera/masks/frame_000001_gt2d_002_track_-1_VEHICLE_TRIKE.png,0.8469861745834351,187.0,634.0,32.56940841674805,32.27207565307617,3.695606231689453,1.000000238418579,-22.49408193195966,-0.2296298018378572,32.56940841674805,da3_bbox_median,1920.0,1280.0,image_root
left_rear,1,1772699910313744000,data\camera\left_rear_camera\1772699910313744000.jpg,-1,4,truck,0.307578,52.0,620.0,85.0,644.0,52.0,620.0,85.0,644.0,unassigned,3,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000001_gt2d_003_track_-1_VEHICLE_TRUCK_SMALL.png,0.8073215484619141,68.5,632.0,38.749813079833984,38.770626068115234,0.5627822875976562,1.0000001192092896,-30.85298965399038,-0.3422362292295875,38.749813079833984,da3_bbox_median,1920.0,1280.0,image_root
left_rear,1,1772699910313744000,data\camera\left_rear_camera\1772699910313744000.jpg,1000000,1,car,0.508074,83.0,618.0,127.0,648.0,81.82360076904297,618.1118774414062,125.9558334350586,647.9796142578125,matched,1,VEHICLE_SUV,preprocessed/masks/left_rear_camera/masks/frame_000001_gt2d_001_track_-1_VEHICLE_SUV.png,0.8896055221557617,105.0,633.0,37.18971252441406,37.17185974121094,1.5887069702148438,1.0,-28.401632656443844,-0.29533132360110104,37.18971252441406,da3_bbox_median,1920.0,1280.0,image_root
left_rear,1,1772699910313744000,data\camera\left_rear_camera\1772699910313744000.jpg,4000000,4,truck,0.585001,27.0,603.0,65.0,640.0,25.294675827026367,602.9796142578125,63.42690658569336,639.9796142578125,matched,0,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000001_gt2d_000_track_-1_VEHICLE_TRUCK_SMALL.png,0.8572032451629639,46.0,621.5,39.11808395385742,39.18583297729492,0.7942733764648438,1.0000003576278687,-31.930251483223927,-0.7113492131426269,39.11808395385742,da3_bbox_median,1920.0,1280.0,image_root
left_rear,2,1772699910413751000,data\camera\left_rear_camera\1772699910413751000.jpg,-1,4,truck,0.349189,46.0,617.0,85.0,641.0,46.0,617.0,85.0,641.0,unassigned,2,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000002_gt2d_002_track_-1_VEHICLE_TRUCK_SMALL.png,0.8283777236938477,65.5,629.0,39.63590621948242,39.571895599365234,0.9997177124023438,1.0,-31.66442850058758,-0.455977435847042,39.63590621948242,da3_bbox_median,1920.0,1280.0,image_root
left_rear,2,1772699910413751000,data\camera\left_rear_camera\1772699910413751000.jpg,1000000,1,car,0.570914,81.0,617.0,124.0,645.0,77.7876205444336,617.6069946289062,120.98577117919922,646.08447265625,matched,0,VEHICLE_SUV,preprocessed/masks/left_rear_camera/masks/frame_000002_gt2d_000_track_-1_VEHICLE_SUV.png,0.8853302001953125,102.5,631.0,38.859840393066406,38.840110778808594,0.822845458984375,1.0,-29.76364308325856,-0.37782180885200733,38.859840393066406,da3_bbox_median,1920.0,1280.0,image_root
left_rear,2,1772699910413751000,data\camera\left_rear_camera\1772699910413751000.jpg,4000000,4,truck,0.491391,26.0,600.0,64.0,638.0,22.652746200561523,601.0386352539062,60.636898040771484,638.8181762695312,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000002_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.8638723492622375,45.0,619.0,38.94428634643555,39.25142288208008,1.2720756530761719,1.0000001192092896,-31.823080115637868,-0.7949113705152266,38.94428634643555,da3_bbox_median,1920.0,1280.0,image_root
left_rear,3,1772699910513759000,data\camera\left_rear_camera\1772699910513759000.jpg,-1,4,truck,0.339823,43.0,614.0,84.0,642.0,43.0,614.0,84.0,642.0,unassigned,2,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000003_gt2d_002_track_-1_VEHICLE_TRUCK_SMALL.png,0.8309671878814697,63.5,628.0,43.54502868652344,43.769813537597656,0.7942657470703125,1.0,-34.864937236694615,-0.5397356557184712,43.54502868652344,da3_bbox_median,1920.0,1280.0,image_root
left_rear,3,1772699910513759000,data\camera\left_rear_camera\1772699910513759000.jpg,1000000,1,car,0.51801,78.0,617.0,121.0,645.0,75.43952178955078,617.1806030273438,118.36898803710938,645.1883544921875,matched,0,VEHICLE_SUV,preprocessed/masks/left_rear_camera/masks/frame_000003_gt2d_000_track_-1_VEHICLE_SUV.png,0.9003165364265442,99.5,631.0,42.61613082885742,42.355186462402344,1.0399627685546875,1.0,-32.754559014200915,-0.4143430202792493,42.61613082885742,da3_bbox_median,1920.0,1280.0,image_root
left_rear,3,1772699910513759000,data\camera\left_rear_camera\1772699910513759000.jpg,4000000,4,truck,0.516272,27.0,601.0,64.0,639.0,23.65329360961914,600.9409790039062,60.83962631225586,638.9659423828125,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000003_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.8656081557273865,45.5,620.0,44.03302001953125,44.16109085083008,1.1456413269042969,1.0,-35.96169478796177,-0.8595583098362573,44.03302001953125,da3_bbox_median,1920.0,1280.0,image_root
left_rear,4,1772699910613735000,data\camera\left_rear_camera\1772699910613735000.jpg,-1,1,car,0.351161,192.0,613.0,263.0,639.0,192.0,613.0,263.0,639.0,unassigned,2,VEHICLE_SUV,preprocessed/masks/left_rear_camera/masks/frame_000004_gt2d_002_track_-1_VEHICLE_SUV.png,0.8745630979537964,227.5,626.0,36.73613739013672,35.30166244506836,6.634746551513672,1.0,-24.046496418383242,-0.5207845611335409,36.73613739013672,da3_bbox_median,1920.0,1280.0,image_root
left_rear,4,1772699910613735000,data\camera\left_rear_camera\1772699910613735000.jpg,1000000,1,car,0.529154,76.0,617.0,117.0,646.0,74.2142105102539,617.0322265625,115.59832763671875,645.6688842773438,matched,0,VEHICLE_CAR,preprocessed/masks/left_rear_camera/masks/frame_000004_gt2d_000_track_-1_VEHICLE_CAR.png,0.9019433259963989,96.5,631.5,41.21554183959961,41.15961837768555,1.7999153137207031,1.0,-31.788216869971226,-0.3823694759482205,41.21554183959961,da3_bbox_median,1920.0,1280.0,image_root
left_rear,4,1772699910613735000,data\camera\left_rear_camera\1772699910613735000.jpg,4000000,4,truck,0.42371,29.0,602.0,65.0,641.0,26.50066375732422,601.648193359375,62.698463439941406,640.4662475585938,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000004_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.8400419354438782,47.0,621.5,44.764892578125,44.844871520996094,1.41156005859375,1.0,-36.49959926982,-0.8140345306642598,44.764892578125,da3_bbox_median,1920.0,1280.0,image_root
left_rear,5,1772699910713743000,data\camera\left_rear_camera\1772699910713743000.jpg,-1,1,car,0.302164,49.0,618.0,82.0,643.0,49.0,618.0,82.0,643.0,unassigned,2,VEHICLE_CAR,preprocessed/masks/left_rear_camera/masks/frame_000005_gt2d_002_track_-1_VEHICLE_CAR.png,0.8557752370834351,65.5,630.5,44.33425521850586,44.504478454589844,1.6570663452148438,1.0,-35.41785689772257,-0.4507928335870384,44.33425521850586,da3_bbox_median,1920.0,1280.0,image_root
left_rear,5,1772699910713743000,data\camera\left_rear_camera\1772699910713743000.jpg,1000000,1,car,0.556056,74.0,618.0,114.0,646.0,71.23409271240234,617.9015502929688,111.40401458740234,646.0433349609375,matched,0,VEHICLE_SUV,preprocessed/masks/left_rear_camera/masks/frame_000005_gt2d_000_track_-1_VEHICLE_SUV.png,0.9170366525650024,94.0,632.0,42.83000183105469,42.912391662597656,1.25286865234375,1.0,-33.12877980474763,-0.37827223306490554,42.83000183105469,da3_bbox_median,1920.0,1280.0,image_root
left_rear,5,1772699910713743000,data\camera\left_rear_camera\1772699910713743000.jpg,4000000,4,truck,0.513629,25.0,603.0,63.0,640.0,23.2210693359375,602.8117065429688,60.58250045776367,640.4740600585938,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000005_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.8697335720062256,44.0,621.5,44.57246780395508,44.770538330078125,1.8805427551269531,1.0,-36.461818415314994,-0.8105353508001237,44.57246780395508,da3_bbox_median,1920.0,1280.0,image_root
left_rear,6,1772699910813750000,data\camera\left_rear_camera\1772699910813750000.jpg,-1,4,truck,0.3028,35.0,608.0,67.0,642.0,35.0,608.0,67.0,642.0,unassigned,2,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000006_gt2d_002_track_-1_VEHICLE_TRUCK_SMALL.png,0.88344407081604,51.0,625.0,42.37729263305664,42.50412368774414,1.8693351745605469,1.0,-34.40184242127579,-0.6385025286579209,42.37729263305664,da3_bbox_median,1920.0,1280.0,image_root
left_rear,6,1772699910813750000,data\camera\left_rear_camera\1772699910813750000.jpg,1000000,1,car,0.505617,70.0,619.0,111.0,646.0,67.23509216308594,618.563720703125,107.76065826416016,645.8325805664062,matched,0,VEHICLE_SUV,preprocessed/masks/left_rear_camera/masks/frame_000006_gt2d_000_track_-1_VEHICLE_SUV.png,0.9282017350196838,90.5,632.5,40.58635330200195,40.65637969970703,1.4380989074707031,1.0,-31.519869204560873,-0.3403806069568306,40.58635330200195,da3_bbox_median,1920.0,1280.0,image_root
left_rear,6,1772699910813750000,data\camera\left_rear_camera\1772699910813750000.jpg,4000000,4,truck,0.480553,25.0,604.0,63.0,641.0,21.65079116821289,603.5726928710938,59.41148376464844,640.7919311523438,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000006_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.8814505338668823,44.0,622.5,42.37729263305664,42.51715850830078,1.9544868469238281,1.0,-34.666089293401654,-0.7328698852519595,42.37729263305664,da3_bbox_median,1920.0,1280.0,image_root
left_rear,7,1772699910913758000,data\camera\left_rear_camera\1772699910913758000.jpg,1000000,1,car,0.556823,66.0,617.0,108.0,645.0,64.15555572509766,617.5094604492188,105.5267105102539,645.1873779296875,matched,0,VEHICLE_CAR,preprocessed/masks/left_rear_camera/masks/frame_000007_gt2d_000_track_-1_VEHICLE_CAR.png,0.9357783198356628,87.0,631.0,41.308963775634766,41.35857009887695,0.9334068298339844,1.0,-32.20985014187523,-0.40163385278075253,41.308963775634766,da3_bbox_median,1920.0,1280.0,image_root
left_rear,7,1772699910913758000,data\camera\left_rear_camera\1772699910913758000.jpg,4000000,4,truck,0.428492,26.0,602.0,63.0,639.0,22.925296783447266,602.5650634765625,60.150489807128906,639.6259155273438,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000007_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.8515487909317017,44.5,620.5,41.84687805175781,42.22999954223633,1.191864013671875,1.0,-34.21355331198119,-0.7982459006907662,41.84687805175781,da3_bbox_median,1920.0,1280.0,image_root
left_rear,8,1772699911013721000,data\camera\left_rear_camera\1772699911013721000.jpg,1000000,1,car,0.604579,63.0,617.0,105.0,644.0,65.12445831298828,616.6868896484375,106.81852722167969,643.8330078125,matched,0,VEHICLE_CAR,preprocessed/masks/left_rear_camera/masks/frame_000008_gt2d_000_track_-1_VEHICLE_CAR.png,0.9420379400253296,84.0,630.5,40.272911071777344,40.16221237182617,0.7390785217285156,1.0,-31.509633401639807,-0.40949689149773355,40.272911071777344,da3_bbox_median,1920.0,1280.0,image_root
left_rear,8,1772699911013721000,data\camera\left_rear_camera\1772699911013721000.jpg,4000000,4,truck,0.415222,25.0,600.0,64.0,639.0,26.785009384155273,600.3717041015625,65.18793487548828,638.7460327148438,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000008_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.8170315623283386,44.5,619.5,41.44377136230469,41.51520538330078,1.1197166442871094,1.0,-33.88397765778394,-0.8274719021631252,41.44377136230469,da3_bbox_median,1920.0,1280.0,image_root
left_rear,9,1772699911113851000,data\camera\left_rear_camera\1772699911113851000.jpg,1000000,1,car,0.646599,62.0,617.0,103.0,643.0,63.19602584838867,616.5636596679688,104.34681701660156,642.840087890625,matched,0,VEHICLE_CAR,preprocessed/masks/left_rear_camera/masks/frame_000009_gt2d_000_track_-1_VEHICLE_CAR.png,0.9386235475540161,82.5,630.0,39.752567291259766,39.62769317626953,1.1133384704589844,1.0,-31.15563221987384,-0.4219105147826486,39.752567291259766,da3_bbox_median,1920.0,1280.0,image_root
left_rear,9,1772699911113851000,data\camera\left_rear_camera\1772699911113851000.jpg,4000000,4,truck,0.388954,23.0,600.0,63.0,639.0,25.224096298217773,599.7249755859375,64.72154998779297,638.5741577148438,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000009_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.8051955699920654,43.0,619.5,41.12958526611328,41.14453125,1.2295951843261719,1.0,-33.68205966484349,-0.8211988203922617,41.12958526611328,da3_bbox_median,1920.0,1280.0,image_root
left_rear,10,1772699911213858000,data\camera\left_rear_camera\1772699911213858000.jpg,1000000,1,car,0.584644,59.0,616.0,99.0,642.0,59.71076583862305,616.2791137695312,99.99325561523438,642.2536010742188,matched,0,VEHICLE_CAR,preprocessed/masks/left_rear_camera/masks/frame_000010_gt2d_000_track_-1_VEHICLE_CAR.png,0.9395310878753662,79.0,629.0,42.01445770263672,42.01472091674805,0.8988304138183594,1.0,-33.059355851361964,-0.4833406504109561,42.01445770263672,da3_bbox_median,1920.0,1280.0,image_root
left_rear,10,1772699911213858000,data\camera\left_rear_camera\1772699911213858000.jpg,4000000,4,truck,0.390993,23.0,601.0,62.0,638.0,23.784500122070312,600.6207275390625,63.028076171875,638.3101196289062,matched,1,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000010_gt2d_001_track_-1_VEHICLE_TRUCK_SMALL.png,0.7914576530456543,42.5,619.5,43.36975860595703,43.323238372802734,1.1214332580566406,1.0,-35.53591120176436,-0.8659264220019368,43.36975860595703,da3_bbox_median,1920.0,1280.0,image_root
left_rear,11,1772699911313835000,data\camera\left_rear_camera\1772699911313835000.jpg,-1,4,truck,0.464075,1809.0,474.0,1919.0,695.0,1809.0,474.0,1919.0,695.0,unassigned,0,VEHICLE_TRUCK,preprocessed/masks/left_rear_camera/masks/frame_000011_gt2d_000_track_6_VEHICLE_TRUCK.png,0.8939112424850464,1864.0,584.5,9.460399627685547,10.581266403198242,8.897809982299805,1.452683925628662,7.598739431507009,-0.4838224642138252,9.460399627685547,da3_bbox_median,1920.0,1280.0,image_root
left_rear,11,1772699911313835000,data\camera\left_rear_camera\1772699911313835000.jpg,1000000,1,car,0.630321,57.0,616.0,97.0,642.0,57.58126449584961,616.1126708984375,97.55754852294922,641.992919921875,matched,1,VEHICLE_CAR,preprocessed/masks/left_rear_camera/masks/frame_000011_gt2d_001_track_-1_VEHICLE_CAR.png,0.9396197199821472,77.0,629.0,39.85478973388672,39.75441360473633,1.4707527160644531,1.0,-31.431011758904546,-0.45849550476905904,39.85478973388672,da3_bbox_median,1920.0,1280.0,image_root
left_rear,11,1772699911313835000,data\camera\left_rear_camera\1772699911313835000.jpg,4000000,4,truck,0.362079,24.0,600.0,62.0,639.0,24.326440811157227,600.2259521484375,62.79513168334961,638.8106689453125,matched,2,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000011_gt2d_002_track_-1_VEHICLE_TRUCK_SMALL.png,0.7861577868461609,43.0,619.5,42.14320755004883,42.080604553222656,1.3102149963378906,1.0,-34.512140639991586,-0.8414369389754068,42.14320755004883,da3_bbox_median,1920.0,1280.0,image_root
left_rear,12,1772699911413843000,data\camera\left_rear_camera\1772699911413843000.jpg,-1,4,truck,0.41845,0.0,596.0,11.0,640.0,0.0,596.0,11.0,640.0,unassigned,2,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000012_gt2d_002_track_-1_VEHICLE_TRUCK_SMALL.png,0.7694599032402039,5.5,618.0,39.47422790527344,39.50115966796875,0.21144485473632812,1.0000005960464478,-33.64507729629336,-0.8408893545353763,39.47422790527344,da3_bbox_median,1920.0,1280.0,image_root
left_rear,12,1772699911413843000,data\camera\left_rear_camera\1772699911413843000.jpg,1000000,1,car,0.566056,53.0,616.0,94.0,642.0,53.620845794677734,615.8294067382812,94.17388153076172,641.6890869140625,matched,1,VEHICLE_CAR,preprocessed/masks/left_rear_camera/masks/frame_000012_gt2d_001_track_-1_VEHICLE_CAR.png,0.9299770593643188,73.5,629.0,37.69915008544922,37.518898010253906,1.3958053588867188,1.0000003576278687,-29.84852984892911,-0.43369670153085754,37.69915008544922,da3_bbox_median,1920.0,1280.0,image_root
left_rear,12,1772699911413843000,data\camera\left_rear_camera\1772699911413843000.jpg,4000000,4,truck,0.332067,23.0,598.0,62.0,639.0,23.275115966796875,598.527587890625,62.11492156982422,638.7595825195312,matched,3,VEHICLE_TRUCK_SMALL,preprocessed/masks/left_rear_camera/masks/frame_000012_gt2d_003_track_-1_VEHICLE_TRUCK_SMALL.png,0.8487999439239502,42.5,618.5,39.69422149658203,39.54599380493164,0.946868896484375,1.0,-32.5242836406278,-0.8278971916555039,39.69422149658203,da3_bbox_median,1920.0,1280.0,image_root
left_rear,12,1772699911413843000,data\camera\left_rear_camera\1772699911413843000.jpg,4000001,4,truck,0.572094,1746.0,396.0,1919.0,721.0,1746.0,396.0,1919.0,721.0,tentative,0,VEHICLE_TRUCK,preprocessed/masks/left_rear_camera/masks/frame_000012_gt2d_000_track_6_VEHICLE_TRUCK.png,0.9371193647384644,1832.5,558.5,14.855106353759766,12.689534187316895,9.257377624511719,1.3519145250320435,11.515015666819824,-1.103748904589207,14.855106353759766,da3_bbox_median,1920.0,1280.0,image_root
