view,frame,timestamp,image,track_id,class_id,class_name,score,x1,y1,x2,y2,filtered_x1,filtered_y1,filtered_x2,filtered_y2,association_status,source_detection_index,raw_label,mask_path,mask_score
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,-1,2,car,0.45577,1217.0,589.0,1240.0,611.0,1217.0,589.0,1240.0,611.0,unassigned,8,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_008_track_-1_VEHICLE_CAR.png,0.8894956111907959
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,-1,3,motorcycle,0.418988,386.0,557.0,501.0,641.0,386.0,557.0,501.0,641.0,unassigned,9,MOTOR,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_009_track_-1_MOTOR.png,0.8657225966453552
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,2000000,2,car,0.869521,906.0,588.0,933.0,608.0,906.0,588.0,933.0,608.0,matched,0,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_000_track_-1_VEHICLE_CAR.png,0.9285252094268799
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,2000001,2,car,0.647467,1245.0,574.0,1300.0,615.0,1245.0,574.0,1300.0,615.0,matched,4,VEHICLE_SUV,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_004_track_-1_VEHICLE_SUV.png,0.9263789057731628
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,2000002,2,car,0.591255,993.0,584.0,1016.0,605.0,993.0,584.0,1016.0,605.0,matched,5,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_005_track_-1_VEHICLE_CAR.png,0.9000382423400879
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,3000000,3,motorcycle,0.700298,1348.0,570.0,1444.0,620.0,1348.0,570.0,1444.0,620.0,matched,3,VEHICLE_TRIKE,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_003_track_-1_VEHICLE_TRIKE.png,0.8917677998542786
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,4000000,4,person,0.794589,311.0,494.0,362.0,653.0,311.0,494.0,362.0,653.0,matched,2,PEDESTRIAN_NORMAL,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_002_track_-1_PEDESTRIAN_NORMAL.png,0.9170058369636536
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,5000000,5,truck,0.823065,1006.0,514.0,1107.0,615.0,1006.0,514.0,1107.0,615.0,matched,1,VEHICLE_TRUCK,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_001_track_-1_VEHICLE_TRUCK.png,0.938918948173523
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,5000001,5,truck,0.581971,1169.0,557.0,1213.0,603.0,1169.0,557.0,1213.0,603.0,matched,6,VEHICLE_TRUCK_SMALL,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_006_track_-1_VEHICLE_TRUCK_SMALL.png,0.8828859329223633
rear,0,1772699910213282000,data\camera\rear_camera\1772699910213282000.jpg,5000002,5,truck,0.536256,951.0,563.0,987.0,607.0,951.0,563.0,987.0,607.0,matched,7,VEHICLE_TRUCK,preprocessed/masks/rear_camera/masks/frame_000000_gt2d_007_track_-1_VEHICLE_TRUCK.png,0.909468412399292
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,-1,2,car,0.463013,1212.0,587.0,1238.0,610.0,1212.0,587.0,1238.0,610.0,unassigned,8,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_008_track_-1_VEHICLE_CAR.png,0.8832637071609497
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,-1,0,bicycle,0.398929,401.0,559.0,513.0,637.0,401.0,559.0,513.0,637.0,unassigned,9,BICYCLE,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_009_track_-1_BICYCLE.png,0.8731644153594971
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,-1,0,bicycle,0.317818,469.0,562.0,514.0,635.0,469.0,562.0,514.0,635.0,unassigned,10,BICYCLE,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_010_track_-1_BICYCLE.png,0.9076559543609619
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,2000000,2,car,0.879585,907.0,588.0,933.0,607.0,907.8668823242188,588.3834228515625,933.9990844726562,607.515625,matched,0,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_000_track_-1_VEHICLE_CAR.png,0.9305895566940308
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,2000001,2,car,0.637609,1241.0,574.0,1295.0,614.0,1242.528076171875,574.3834228515625,1296.6602783203125,614.515625,matched,4,VEHICLE_SUV,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_004_track_-1_VEHICLE_SUV.png,0.9265997409820557
rear,1,1772699910313290000,data\camera\rear_camera\1772699910313290000.jpg,2000002,2,car,0.530248,991.0,583.0,1016.0,604.0,992.2635498046875,583.515625,1016.9990844726562,604.515625,matched,7,VEHICLE_CAR,preprocessed/masks/rear_camera/masks/frame_000001_gt2d_007_track_-1_VEHICLE_CAR.png,0.9060226678848267
